88:1f:a1:2f:2d:64,-70.84745763
00:0d:0b:cc:05:f9,-83.45
10:6f:3f:3d:5f:0a,-81.23728814
64:a5:c3:66:0a:ac,-69.68333333
64:a5:c3:66:0a:ad,-82.375
4c:e6:76:56:bb:30,-65.21666667
24:a2:e1:ec:79:c6,-66.2
24:a2:e1:ec:79:c7,-82.51666667
9c:5c:8e:8a:58:10,-86
1c:b1:7f:00:ee:7b,-85.79545455
1e:b1:7f:00:ee:7b,-86.9
1c:b1:7f:00:ee:7a,-67
1e:b1:7f:00:ee:7a,-82.46666667
dc:fb:02:29:23:c0,-73
88:57:ee:8a:53:d8,-70.24444444
c8:d3:ff:7f:67:f7,-85.60416667
00:0c:e6:0a:d6:4e,-47.48333333
00:0c:e6:0a:b0:cf,-64.66666667
00:0c:e6:0a:94:8d,-50.71186441
00:0c:e6:0a:99:ff,-62.42372881
00:0c:e6:0a:c7:b7,-50.95
00:0c:e6:0a:aa:f5,-62.16666667
00:0c:e6:0a:6e:d6,-62.53333333
00:0c:e6:0a:44:4a,-50.75
dc:fb:02:ab:f9:b0,-81.0625
88:57:ee:8a:53:dc,-84.47368421
00:0c:e6:0a:5e:9d,-67.61666667
00:0c:e6:0a:b7:ff,-47.25
00:0c:e6:0a:3b:3a,-51.24561404
00:0c:e6:0a:9e:f7,-64.71666667
00:01:8e:e6:89:9c,-80.53333333
00:01:8e:e6:89:9e,-81.52631579
de:fb:02:29:23:c4,-79
74:03:bd:65:74:f0,-78.66666667
00:01:8e:41:6e:aa,-82.33333333
c0:25:a2:35:b4:f2,-85.4
00:19:e3:fa:51:de,-82.7
90:84:0d:df:47:c7,-78.14814815
00:3a:9d:a8:ab:c6,-76.88333333
00:3a:9d:a8:ab:c7,-87.81818182
00:a0:b0:c4:91:1c,-67.2
00:a0:b0:c4:91:1d,-67.88333333
64:a5:c3:65:c6:0b,-81.12244898
00:e0:4c:81:98:02,-82
60:f8:1d:bc:08:10,-78.21212121
4c:e6:76:c3:5d:49,-80.28333333
4c:e6:76:c3:5d:48,-69.28333333
c0:25:a2:89:60:1a,-76.16666667
00:24:36:ad:ee:16,-84.02564103
10:6f:3f:87:a2:3f,-85
10:6f:3f:87:a2:3e,-77.36666667
88:57:ee:7d:1a:07,-83.38333333
88:57:ee:7d:1a:00,-70.26666667
06:3a:9d:a8:ab:c7,-81
00:0c:e6:0a:08:6c,-49.33898305
fc:3f:7c:8c:b6:19,-80
00:0c:e6:0a:f5:3c,-63.15151515
fa:8f:ca:9e:0c:b5,-72.71428571
00:0c:e6:0a:d5:1a,-52.17241379
00:0c:e6:0a:57:47,-68.64912281
bc:5c:4c:30:0f:e2,-81.5
c0:25:a2:89:60:1b,-85
74:03:bd:ab:64:80,-82
00:1f:5b:89:65:ff,-86.5
