00:0c:e6:0a:08:6c,-57.5615,26.0364
00:0c:e6:0a:aa:f5,-68.7797,11.3127
00:0c:e6:0a:b0:cf,-69.7458,10.4688
00:0c:e6:0a:b7:ff,-56.6272,11.8586
00:0c:e6:0a:c7:b7,-56.7797,11.7955
00:0c:e6:0a:d6:4e,-57.2373,11.9428
00:a0:b0:c4:91:1c,-66.1207,8.0729
00:a0:b0:c4:91:1d,-67.4828,3.8682
1e:b1:7f:00:ee:7a,-69.8824,13.8259
4c:e6:76:56:bb:30,-59.8645,7.4641
4c:e6:76:c3:5d:48,-42.2543,9.2964
4c:e6:76:c3:5d:49,-54.1695,16.6605
64:a5:c3:65:c6:0a,-68.5239,15.6702
bc:5c:4c:30:0f:e2,-68.9566,17.7708
fa:8f:ca:9e:0c:b5,-67.9319,4.6697
