88:1f:a1:2f:2d:64,-83.84375
00:26:87:0d:b4:8a,-75.87037037
00:0d:0b:cc:05:f9,-71.19047619
64:a5:c3:66:0a:ac,-77.7254902
4c:e6:76:56:bb:30,-77.41666667
24:a2:e1:ec:79:c6,-75.46428571
1c:b1:7f:00:ee:7b,-88.30434783
1e:b1:7f:00:ee:7b,-88.96153846
1c:b1:7f:00:ee:7a,-78.26923077
1c:b1:7f:38:c3:73,-79.14814815
1e:b1:7f:38:c3:73,-82.24074074
1c:b1:7f:38:c3:72,-65.9
1e:b1:7f:38:c3:72,-64.27777778
1c:b1:7f:38:c3:77,-88.14285714
1e:b1:7f:38:c3:77,-89.2173913
1c:b1:7f:38:c3:76,-80.76086957
1e:b1:7f:38:c3:76,-79.57894737
4c:e6:76:4f:14:e2,-88
dc:fb:02:29:23:c0,-85
10:6f:3f:ac:c5:bc,-66.87804878
10:6f:3f:ac:e0:48,-84.24528302
00:24:36:af:65:57,-79.11111111
06:26:87:0d:b4:8a,-76.07407407
00:0c:e6:0a:d6:4e,-42.26666667
00:0c:e6:0a:b0:cf,-53.51851852
00:0c:e6:0a:99:ff,-81.73333333
00:0c:e6:0a:c7:b7,-43.98214286
00:0c:e6:0a:aa:f5,-55.03333333
00:0c:e6:0a:44:4a,-67.875
00:0c:e6:0a:6e:d6,-83.275
dc:fb:02:ab:f9:b0,-85.68421053
dc:fb:02:91:6c:15,-80.94444444
dc:fb:02:91:6c:10,-70.25925926
00:0c:e6:0a:b7:ff,-45.375
00:0c:e6:0a:5e:9d,-56.28333333
00:0c:e6:0a:3b:3a,-68.27777778
00:0c:e6:0a:9e:f7,-83.54716981
00:01:8e:e6:89:9e,-87.21875
00:01:8e:e6:89:9c,-87
de:fb:02:29:23:c4,-89
00:01:8e:41:6e:aa,-87
02:3a:9d:dd:0f:b2,-76.33333333
90:84:0d:df:47:c7,-79.01960784
90:84:0d:df:47:c8,-89
00:3a:9d:a8:ab:c6,-73.89285714
00:90:cc:e3:b0:81,-77.5
00:a0:b0:c4:91:1c,-73.45454545
00:a0:b0:c4:91:1d,-74.46875
60:f8:1d:bc:08:10,-77.72727273
4c:e6:76:c3:5d:48,-78.33333333
10:6f:3f:87:a2:3e,-82
88:57:ee:7d:1a:00,-77
bc:5c:4c:30:0f:e2,-81
00:0c:e6:0a:d5:1a,-75
74:03:bd:ab:64:80,-77.2
00:0c:e6:0a:f5:3c,-83.23684211
00:3a:9d:dd:0f:b3,-84.07692308
00:0c:e6:0a:57:47,-64.56097561
fa:8f:ca:9e:0c:b5,-83.70588235
00:0c:e6:0a:08:6c,-34.70454545
c0:25:a2:89:60:1b,-88
90:72:40:10:c9:e4,-81
00:3a:9d:dd:0f:b2,-74.71428571
