00:0c:e6:0a:08:6c,-54.8,25.7
00:0c:e6:0a:57:47,-75.8334,26.5667
74:03:bd:ab:64:80,-71.8,19.2
90:72:40:10:c9:e4,-73,21.3334
90:72:40:10:c9:e5,-87.3334,0.3334
bc:5c:4c:30:0f:e2,-73.6667,30.3334
c0:25:a2:89:60:1b,-81,15.6
fa:8f:ca:9e:0c:b5,-64,9
10:6f:3f:3d:5f:0a,-77.75,12.25
64:a5:c3:66:0a:ac,-84.3334,10.3334
88:1f:a1:2f:2d:64,-71,3.6
4c:e6:76:56:bb:30,-55.8334,9.3667
24:a2:e1:ec:79:c6,-67,4.4
24:a2:e1:ec:79:c7,-83.1667,3.7667
dc:fb:02:29:23:c0,-82.75,10.9167
00:19:e3:fa:51:de,-80.8334,1.7667
4c:e6:76:c3:5d:49,-70,11.6
4c:e6:76:c3:5d:48,-56,27.6
00:24:36:ad:ee:16,-85.8334,2.9667
10:6f:3f:87:a2:3f,-88.6,1.3
10:6f:3f:87:a2:3e,-73.5,5.1
06:3a:9d:a8:ab:c7,-85.1667,5.3667
1c:b1:7f:00:ee:7b,-82,4.8
1e:b1:7f:00:ee:7b,-83,1.6
1c:b1:7f:00:ee:7a,-70.3334,19.0667
1e:b1:7f:00:ee:7a,-73.3334,37.8667
00:0c:e6:0a:94:8d,-70.5,12.5
00:0c:e6:0a:b0:cf,-68.5,15.5
00:0c:e6:0a:d6:4e,-55.8334,22.5667
00:0c:e6:0a:aa:f5,-68.3334,24.6667
00:0c:e6:0a:c7:b7,-54.3334,20.6667
dc:fb:02:ab:f9:b0,-76.1667,4.5667
00:0c:e6:0a:5e:9d,-69,14.4
00:0c:e6:0a:b7:ff,-55.5,20.7
88:57:ee:8a:53:dc,-80,1.2
00:01:8e:e6:89:9c,-76.6667,9.3334
00:01:8e:e6:89:9e,-76.3334,1.8667
00:01:8e:3f:84:92,-85.1667,3.7667
00:01:8e:3f:84:90,-73.8,9.7
74:03:bd:65:74:f0,-78.1667,16.5667
00:01:8e:3f:84:91,-73,14.5
00:3a:9d:a8:ab:c6,-72.3334,5.8667
00:3a:9d:a8:ab:c7,-84.6667,3.4667
00:a0:b0:c4:91:1d,-68.1667,3.7667
00:a0:b0:c4:91:1c,-68.5,10.7
00:e0:4c:81:98:02,-82,8
64:a5:c3:65:c6:0a,-62.3334,14.6667
64:a5:c3:65:c6:0b,-80.5,8.3
f8:1e:df:ff:50:db,-79.4,10.3
c0:25:a2:89:60:1a,-74.8334,19.3667
88:57:ee:7d:1a:07,-84.8334,3.7667
88:57:ee:7d:1a:00,-70.5,1.9
10:6f:3f:f5:31:6e,-78.4,39.8
