00:0c:e6:0a:08:6c,-58,109.3346174
00:0c:e6:0a:57:47,-74.6,109.3346174
00:0c:e6:0a:d5:1a,-76,109.3346174
00:0c:e6:0a:f5:3c,-90,109.3346174
00:0d:0b:cc:05:f9,-71.5,109.3346174
00:3a:9d:dd:0f:b2,-78.5,109.3346174
00:3a:9d:dd:0f:b3,-83.5,109.3346174
c0:25:a2:89:60:1b,-86,109.3346174
fa:8f:ca:9e:0c:b5,-83,109.3346174
64:a5:c3:66:0a:ac,-90,109.3346174
88:1f:a1:2f:2d:64,-74.66666667,109.3346174
24:a2:e1:ec:79:c6,-62.5,109.3346174
24:a2:e1:ec:79:c7,-79,109.3346174
06:26:87:0d:b4:8a,-77.33333333,109.3346174
dc:fb:02:91:6c:15,-88.33333333,109.3346174
dc:fb:02:91:6c:10,-80.4,109.3346174
00:19:e3:fa:51:de,-87.83333333,109.3346174
90:84:0d:df:47:c7,-73.8,109.3346174
90:84:0d:df:47:c8,-84.83333333,109.3346174
60:f8:1d:bc:08:10,-74,109.3346174
4c:e6:76:c3:5d:49,-88,109.3346174
4c:e6:76:c3:5d:48,-83.4,109.3346174
1c:b1:7f:00:ee:7a,-87,109.3346174
1e:b1:7f:00:ee:7a,-84,109.3346174
1c:b1:7f:38:c3:73,-86.5,109.3346174
1e:b1:7f:38:c3:73,-87.5,109.3346174
1c:b1:7f:38:c3:72,-83.66666667,109.3346174
1e:b1:7f:38:c3:72,-84,109.3346174
00:0c:e6:0a:b0:cf,-68.5,109.3346174
00:0c:e6:0a:d6:4e,-53.83333333,109.3346174
00:0c:e6:0a:44:4a,-76,109.3346174
00:0c:e6:0a:6e:d6,-88,109.3346174
00:0c:e6:0a:aa:f5,-67.83333333,109.3346174
00:0c:e6:0a:c7:b7,-56.33333333,109.3346174
00:0c:e6:0a:5e:9d,-71.5,109.3346174
00:0c:e6:0a:9e:f7,-87,109.3346174
00:0c:e6:0a:b7:ff,-57.5,109.3346174
c0:25:a2:35:b4:f2,-89,109.3346174
00:3a:9d:a8:ab:c6,-86,109.3346174
00:a0:b0:c4:91:1d,-72.16666667,109.3346174
00:a0:b0:c4:91:1c,-71.33333333,109.3346174
c0:25:a2:89:60:1a,-84,109.3346174
88:57:ee:7d:1a:07,-84,109.3346174
88:57:ee:7d:1a:00,-73.25,109.3346174
