00:01:8e:3f:84:90,-79.0371,8.2679
00:01:8e:3f:84:90,-79.0371,8.2679
00:01:8e:3f:84:91,-79.3077,10.2713
00:01:8e:e6:89:9c,-83.4688,13.0313
00:01:8e:e6:89:9e,-83.6123,4.4091
00:0c:e6:0a:3b:3a,-81,0.001
00:0c:e6:0a:5e:9d,-67.7289,20.9252
00:0c:e6:0a:6e:d6,-87,0.001
00:0c:e6:0a:99:ff,-83.25,5.3572
00:0c:e6:0a:aa:f5,-63.6611,30.9866
00:0c:e6:0a:b0:cf,-62.8306,28.2467
00:0c:e6:0a:c7:b7,-49.5594,39.5266
00:0d:0b:cc:05:f9,-86.7648,1.5662
00:19:e3:fa:51:de,-82.9323,3.0643
00:24:36:ad:ee:16,-86.6364,2.4546
00:26:87:0d:b4:8a,-90,0.001
00:3a:9d:a8:ab:c6,-77.0926,9.0291
00:3a:9d:dd:0f:b2,-87,0.001
00:a0:b0:c4:91:1c,-72.5518,6.1114
00:a0:b0:c4:91:1d,-72.6,7.2445
00:e0:4c:81:98:02,-88,4.3077
02:3a:9d:dd:0f:b2,-86.2609,4.5653
06:26:87:0d:b4:8a,-89,1.091
10:6f:3f:3d:5f:0a,-83.1053,2.8772
10:6f:3f:87:a2:3e,-81.5193,6.6075
10:6f:3f:ac:c5:bc,-80.2341,10.3136
10:6f:3f:ac:e0:48,-85,0.001
1c:b1:7f:00:ee:7a,-83.125,13.1452
1c:b1:7f:00:ee:7b,-88,0.001
1e:b1:7f:00:ee:7a,-85.0313,2.741
1e:b1:7f:00:ee:7b,-88,0.001
24:a2:e1:ec:79:c6,-65.9153,11.079
24:a2:e1:ec:79:c7,-82.0339,3.5851
4c:e6:76:56:bb:30,-68.4916,8.1508
4c:e6:76:c3:5d:48,-71.4407,3.906
4c:e6:76:c3:5d:49,-83.8475,4.7178
60:f8:1d:bc:08:10,-77.5653,0.257
64:a5:c3:66:0a:ac,-70.7119,25.2777
64:a5:c3:66:0a:ad,-80,5.6957
74:03:bd:65:74:f0,-82,3.6924
88:1f:a1:2f:2d:64,-73.2373,13.7704
88:57:ee:7d:1a:00,-73.5439,4.574
88:57:ee:7d:1a:07,-86.0518,2.4359
88:57:ee:8a:53:dc,-86.9412,2.1839
90:72:40:10:c9:e4,-87,0.001
90:84:0d:df:47:c7,-82.1087,2.0102
bc:5c:4c:30:0f:e2,-85.8,1.25
c0:25:a2:35:b4:f2,-89.3334,0.6924
c0:25:a2:89:60:1a,-82.1957,9.4943
c0:25:a2:89:60:1b,-85,1.9488
dc:fb:02:ab:f9:b0,-85.2041,9.2075
f8:1e:df:ff:50:db,-85.325,13.5584
fa:8f:ca:9e:0c:b5,-75.3024,15.0255
