88:1f:a1:2f:2d:64,-69.53448276
10:6f:3f:3d:5f:0a,-76.51724138
4c:e6:76:56:bb:30,-51.96666667
24:a2:e1:ec:79:c6,-67.24561404
24:a2:e1:ec:79:c7,-83.69642857
9c:5c:8e:8a:58:10,-85.5
1c:b1:7f:00:ee:7b,-83.46666667
1e:b1:7f:00:ee:7b,-85.38333333
1c:b1:7f:00:ee:7a,-72.09090909
1e:b1:7f:00:ee:7a,-73
4c:e6:76:22:1d:ee,-77
dc:fb:02:29:23:c0,-77
88:57:ee:8a:53:d8,-66.24137931
c8:d3:ff:7f:67:f7,-85.5
00:0c:e6:0a:d6:4e,-54.73333333
00:0c:e6:0a:b0:cf,-65.1
00:0c:e6:0a:94:8d,-45.37735849
00:0c:e6:0a:99:ff,-59.06666667
00:0c:e6:0a:c7:b7,-55.01666667
00:0c:e6:0a:aa:f5,-65.53333333
00:0c:e6:0a:6e:d6,-58.71666667
00:0c:e6:0a:44:4a,-46.63793103
dc:fb:02:ab:f9:b0,-85
88:57:ee:8a:53:dc,-77.3
00:0c:e6:0a:5e:9d,-66.48333333
00:0c:e6:0a:b7:ff,-54.1
00:0c:e6:0a:9e:f7,-60.46666667
00:0c:e6:0a:3b:3a,-45.91525424
00:01:8e:e6:89:9c,-79.66666667
00:01:8e:e6:89:9e,-79.5
00:01:8e:3f:84:92,-84.72727273
10:6f:3f:82:b0:f8,-86
74:03:bd:65:74:f0,-74.825
00:01:8e:41:6e:aa,-84
c0:25:a2:35:b4:f2,-78.5
00:19:e3:fa:51:de,-81.55
90:84:0d:df:47:c7,-77.28571429
00:3a:9d:a8:ab:c6,-72.8
00:3a:9d:a8:ab:c7,-86.25
00:a0:b0:c4:91:1c,-70.13333333
00:a0:b0:c4:91:1d,-70.08333333
64:a5:c3:65:c6:0b,-79.98333333
64:a5:c3:65:c6:0a,-62.18644068
60:f8:1d:bc:08:10,-76.26666667
4c:e6:76:c3:5d:49,-70.13333333
4c:e6:76:c3:5d:48,-61.78333333
c0:25:a2:89:60:1a,-73.96296296
00:24:36:ad:ee:16,-85.51724138
10:6f:3f:87:a2:3f,-88
10:6f:3f:87:a2:3e,-75.06779661
88:57:ee:7d:1a:07,-81.36206897
88:57:ee:7d:1a:00,-70.2
10:6f:3f:f5:31:6e,-85
06:3a:9d:a8:ab:c7,-85.51428571
00:0c:e6:0a:f5:3c,-65.73809524
00:0c:e6:0a:08:6c,-55.66666667
74:03:bd:ab:64:80,-79.77777778
00:0c:e6:0a:57:47,-76.32692308
c0:25:a2:89:60:1b,-80.85454545
00:0c:e6:0a:d5:1a,-44.30434783
fa:8f:ca:9e:0c:b5,-65.68
bc:5c:4c:30:0f:e2,-72
90:72:40:10:c9:e5,-86.5625
00:1f:5b:89:65:ff,-82
90:72:40:10:c9:e4,-73.92307692
