00:0c:e6:0a:08:6c,-57,33.6
00:0c:e6:0a:57:47,-74.6667,6.6667
74:03:bd:ab:64:80,-72.5,45.6667
90:72:40:10:c9:e4,-76,4.6667
90:72:40:10:c9:e5,-86,2
bc:5c:4c:30:0f:e2,-71.5,12.5
c0:25:a2:89:60:1b,-80,2.8
fa:8f:ca:9e:0c:b5,-67.5,6.3334
10:6f:3f:3d:5f:0a,-77,3
64:a5:c3:66:0a:ac,-72,1
88:1f:a1:2f:2d:64,-71.5,14.7
4c:e6:76:56:bb:30,-58.3334,12.6667
24:a2:e1:ec:79:c6,-70.6667,1.4667
24:a2:e1:ec:79:c7,-87.6667,2.3334
dc:fb:02:29:23:c0,-82,8
00:19:e3:fa:51:de,-79.8334,0.9667
90:84:0d:df:47:c7,-81.2,36.7
4c:e6:76:c3:5d:49,-51.3334,5.8667
4c:e6:76:c3:5d:48,-41.8334,9.7667
00:24:36:ad:ee:16,-85,0.4
10:6f:3f:87:a2:3f,-85.8334,10.9667
10:6f:3f:87:a2:3e,-72,5.6
06:3a:9d:a8:ab:c7,-85,2
1c:b1:7f:00:ee:7b,-79.8334,2.1667
1e:b1:7f:00:ee:7b,-81.1667,2.1667
1c:b1:7f:00:ee:7a,-70,2.5
1e:b1:7f:00:ee:7a,-72,14.5
00:0c:e6:0a:99:ff,-87,8
00:0c:e6:0a:b0:cf,-69,6.8
00:0c:e6:0a:d6:4e,-59.1667,18.1667
00:0c:e6:0a:6e:d6,-86,0.6667
00:0c:e6:0a:aa:f5,-68,4
00:0c:e6:0a:c7:b7,-56.8334,17.7667
dc:fb:02:ab:f9:b5,-86.2,1.2
dc:fb:02:ab:f9:b0,-79.4,4.3
00:0c:e6:0a:5e:9d,-70.6667,4.2667
00:0c:e6:0a:9e:f7,-86,8
00:0c:e6:0a:b7:ff,-57.8334,8.1667
88:57:ee:8a:53:dc,-77.6667,3.4667
00:01:8e:e6:89:9c,-80,2
00:01:8e:e6:89:9e,-79.6667,0.3334
00:01:8e:3f:84:92,-85.25,0.25
00:01:8e:3f:84:90,-71,15.3334
10:6f:3f:82:b0:f8,-73,6.8
10:6f:3f:81:b5:c4,-88,2
74:03:bd:65:74:f0,-76,10.8
00:01:8e:3f:84:91,-72.6667,17.4667
00:3a:9d:a8:ab:c6,-70.5,2.3
00:3a:9d:a8:ab:c7,-85.5,1.5
00:a0:b0:c4:91:1d,-67.5,7.1
00:a0:b0:c4:91:1c,-68.3334,2.6667
64:a5:c3:65:c6:0a,-68,18.6667
64:a5:c3:65:c6:0b,-82.1667,12.9667
f8:1e:df:ff:50:db,-78.5,5.9
f8:1e:df:ff:50:dc,-88.5,0.5
c0:25:a2:89:60:1a,-74.1667,7.7667
88:57:ee:7d:1a:07,-86.1667,3.3667
88:57:ee:7d:1a:00,-72.5,13.6667
10:6f:3f:f5:31:6e,-78,3
