88:1f:a1:2f:2d:64,-67.01666667
88:1f:a1:2f:2d:65,-82.45652174
00:0d:0b:cc:05:f9,-79.125
10:6f:3f:3d:5f:0a,-72.11864407
4c:e6:76:56:bb:30,-52.18333333
24:a2:e1:ec:79:c6,-74.52941176
24:a2:e1:ec:79:c7,-86.25
1c:b1:7f:00:ee:7b,-83.75
1e:b1:7f:00:ee:7b,-84.86666667
1c:b1:7f:00:ee:7a,-73.78571429
1e:b1:7f:00:ee:7a,-74.64705882
1c:b1:7f:38:c3:72,-87
1e:b1:7f:38:c3:72,-87
4c:e6:76:4f:14:e2,-82
88:57:ee:8a:53:d8,-60.11666667
c8:d3:ff:7f:67:f7,-87.08695652
00:0c:e6:0a:d6:4e,-55.55
00:0c:e6:0a:b0:cf,-69.65
00:0c:e6:0a:99:ff,-67.88333333
00:0c:e6:0a:94:8d,-58.79245283
00:0c:e6:0a:c7:b7,-55.9
00:0c:e6:0a:aa:f5,-68.56666667
00:0c:e6:0a:6e:d6,-67.45
00:0c:e6:0a:44:4a,-59.18333333
88:57:ee:8a:53:dc,-71.73333333
00:0c:e6:0a:5e:9d,-70.98333333
00:0c:e6:0a:b7:ff,-55.2
00:0c:e6:0a:9e:f7,-70.28333333
00:0c:e6:0a:3b:3a,-57.74418605
00:01:8e:e6:89:9c,-78.14705882
00:01:8e:e6:89:9e,-78.54054054
00:01:8e:3f:84:92,-85.02941176
74:03:bd:65:74:f0,-73.4
00:01:8e:41:6e:aa,-83.9
c0:25:a2:35:b4:f2,-81.31818182
00:19:e3:fa:51:de,-83.18333333
90:84:0d:df:47:c7,-81.68965517
00:3a:9d:a8:ab:c6,-73.85
00:3a:9d:a8:ab:c7,-84.89090909
00:a0:b0:c4:91:1c,-71.31666667
00:a0:b0:c4:91:1d,-71.53333333
64:a5:c3:65:c6:0b,-82.03389831
64:a5:c3:65:c6:0a,-69.2
4c:e6:76:c3:5d:49,-80.33333333
4c:e6:76:c3:5d:48,-67.11666667
c0:25:a2:89:60:1a,-76.26086957
00:24:36:ad:ee:16,-86.2
10:6f:3f:87:a2:3f,-87.21621622
10:6f:3f:87:a2:3e,-75.76666667
88:57:ee:7d:1a:07,-80.4
88:57:ee:7d:1a:00,-68.36666667
10:6f:3f:f5:31:6e,-74.22916667
06:3a:9d:a8:ab:c7,-84.62068966
c0:25:a2:89:60:1b,-82.28571429
00:0c:e6:0a:57:47,-76.86956522
00:0c:e6:0a:f5:3c,-68.69565217
00:0c:e6:0a:d5:1a,-53.75
90:72:40:10:c9:e4,-74.3125
bc:5c:4c:30:0f:e2,-77.6
00:0c:e6:0a:08:6c,-55.91489362
74:03:bd:ab:64:80,-78.15384615
90:72:40:10:c9:e5,-87.02173913
fa:8f:ca:9e:0c:b5,-64.93333333
fc:3f:7c:8c:b6:19,-88
00:1f:5b:89:65:ff,-71
